"id","Country","State","County","unit","firstSeen","commonName","scientificName","totalSeen","notes","ChecklistComments","Locations","UTM1","UTM2","lon","lat"
"1363","US","WA","King",83,2021,"Western Gull","Larus occidentalis",1,"","","Golden Gardens Park",544610.997625876,5282334.37674734,-122.4054806,47.6928546
"1364","US","WA","King",83,2021,"Western Meadowlark","Sturnella neglecta",2,"","","Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1365","US","WA","King",83,2021,"Western Sandpiper","Calidris mauri",2,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1366","US","WA","King",83,2021,"Western Wood-Pewee","Contopus sordidulus",1,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1367","US","WA","King",83,2021,"Western x Glaucous-winged Gull (hybrid)","Larus occidentalis x glaucescens",7,"","","Carkeek Park;Carkeek Park;Golden Gardens Park;Golden Gardens Park",544610.997625876,5282334.37674734,-122.4054806,47.6928546
"1368","US","WA","King",83,2021,"White-crowned Sparrow","Zonotrichia leucophrys",21,"","","Discovery Park;Discovery Park--South Meadow;Discovery Park--South Meadow;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1369","US","WA","King",83,2021,"White-winged Scoter","Melanitta deglandi",1,"","","Carkeek Park",546681.873544768,5284549.84038998,-122.377647,47.7126411
"1370","US","WA","King",83,2021,"Willow Flycatcher","Empidonax traillii",1,"","","Discovery Park",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1371","US","WA","King",83,2021,"Wilson's Warbler","Cardellina pusilla",6,"","","Carkeek Park;Discovery Park--South Meadow;",543993.511392088,5278145.98295741,-122.4141312,47.655213
"1372","US","WA","King",83,2021,"Wood Duck","Aix sponsa",24,"","","Golden Gardens Park;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",544610.997625876,5282334.37674734,-122.4054806,47.6928546
"1373","US","WA","King",83,2021,"Yellow-rumped Warbler","Setophaga coronata",15,"","","Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1374","US","WA","King",83,2022,"American Coot","Fulica americana",10,"","By KayakKayaking","Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1375","US","WA","King",83,2022,"American Crow","Corvus brachyrhynchos",34,"","By KayakKayaking","Discovery Park;Discovery Park--West Point;Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1376","US","WA","King",83,2022,"American Goldfinch","Spinus tristis",2,";H.o","","Discovery Park--West Point;Union Bay Natural Area/Montlake Fill",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1377","US","WA","King",83,2022,"American Robin","Turdus migratorius",30,"h.o","Kayaking","Discovery Park;Discovery Park--West Point;Discovery Park--West Point;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1378","US","WA","King",83,2022,"Anna's Hummingbird","Calypte anna",12,"","Kayaking;","Discovery Park;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1379","US","WA","King",83,2022,"Bald Eagle","Haliaeetus leucocephalus",6,"",";By Kayak;Kayaking","Discovery Park--West Point;Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1380","US","WA","King",83,2022,"Barn Swallow","Hirundo rustica",31,"",";By KayakKayaking;","Discovery Park;Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1381","US","WA","King",83,2022,"Barred Owl","Strix varia",1,"Attacked my head. Clawed up my face!","","Discovery Park",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1382","US","WA","King",83,2022,"Belted Kingfisher","Megaceryle alcyon",2,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1383","US","WA","King",83,2022,"Bewick's Wren","Thryomanes bewickii",1,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1384","US","WA","King",83,2022,"Black-capped Chickadee","Poecile atricapillus",9,"","By KayakKayaking","Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1385","US","WA","King",83,2022,"Brown Pelican","Pelecanus occidentalis",1,"Unmistakeable Pelican flying just past green buoy. Flew low to water. Mostly gliding","","Discovery Park--West Point",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1386","US","WA","King",83,2022,"Brown-headed Cowbird","Molothrus ater",4,"","","Discovery Park;Discovery Park--West Point",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1387","US","WA","King",83,2022,"Bufflehead","Bucephala albeola",2,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1388","US","WA","King",83,2022,"Bushtit","Psaltriparus minimus",22,"","","Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1389","US","WA","King",83,2022,"California Gull","Larus californicus",3,"","","Discovery Park--West Point",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1390","US","WA","King",83,2022,"Canada Goose","Branta canadensis",29,"","By KayakKayaking;","Discovery Park--West Point;Discovery Park--West Point;Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1391","US","WA","King",83,2022,"Caspian Tern","Hydroprogne caspia",34,"","By Kayak;Kayaking","Discovery Park--West Point;Discovery Park--West Point;Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1392","US","WA","King",83,2022,"Cedar Waxwing","Bombycilla cedrorum",26,"",";By Kayak;Kayaking;","Discovery Park;Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1393","US","WA","King",83,2022,"Cinnamon Teal","Spatula cyanoptera",1,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1394","US","WA","King",83,2022,"Cliff Swallow","Petrochelidon pyrrhonota",1,"","By Kayak","Foster Island & Marsh Island",553250.300443087,5277265.10227179,-122.2909732,47.646592
"1395","US","WA","King",83,2022,"Common Loon","Gavia immer",1,"","","Discovery Park--West Point",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1396","US","WA","King",83,2022,"Common Merganser","Mergus merganser",5,"",";Kayaking","Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1397","US","WA","King",83,2022,"Common Murre","Uria aalge",6,"","","Discovery Park--West Point",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1398","US","WA","King",83,2022,"Common Yellowthroat","Geothlypis trichas",2,";H.o","","Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1399","US","WA","King",83,2022,"Cooper's Hawk","Astur cooperii",1,"","Kayaking","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1400","US","WA","King",83,2022,"Dark-eyed Junco","Junco hyemalis",5,"","","Discovery Park;Discovery Park--West Point;Discovery Park--West Point",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1401","US","WA","King",83,2022,"Double-crested Cormorant","Nannopterum auritum",6,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1402","US","WA","King",83,2022,"Downy Woodpecker","Dryobates pubescens",3,"","","Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1403","US","WA","King",83,2022,"European Starling","Sturnus vulgaris",1,"","Kayaking","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1404","US","WA","King",83,2022,"Gadwall","Mareca strepera",24,"",";By KayakKayaking","Discovery Park--West Point;Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1405","US","WA","King",83,2022,"Glaucous-winged Gull","Larus glaucescens",30,"","By KayakKayaking;","Discovery Park--West Point;Discovery Park--West Point;Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1406","US","WA","King",83,2022,"Golden-crowned Sparrow","Zonotrichia atricapilla",2,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1407","US","WA","King",83,2022,"Great Blue Heron","Ardea herodias",20,"","By KayakKayaking","Discovery Park--West Point;Discovery Park--West Point;Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1408","US","WA","King",83,2022,"Green Heron","Butorides virescens",1,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1409","US","WA","King",83,2022,"Green-winged Teal","Anas crecca",4,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1410","US","WA","King",83,2022,"Heermann's Gull","Larus heermanni",1,"","","Discovery Park--West Point",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1411","US","WA","King",83,2022,"House Finch","Haemorhous mexicanus",2,"","","Discovery Park;Union Bay Natural Area/Montlake Fill",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1412","US","WA","King",83,2022,"Killdeer","Charadrius vociferus",1,"","By Kayak","Foster Island & Marsh Island",553250.300443087,5277265.10227179,-122.2909732,47.646592
"1413","US","WA","King",83,2022,"Mallard","Anas platyrhynchos",36,"",";By KayakKayaking","Discovery Park--West Point;Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1414","US","WA","King",83,2022,"Marsh Wren","Cistothorus palustris",12,"","By KayakKayaking","Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1415","US","WA","King",83,2022,"Merlin","Falco columbarius",1,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1416","US","WA","King",83,2022,"Northern Flicker","Colaptes auratus",5,"","Kayaking","Discovery Park;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1417","US","WA","King",83,2022,"Northern Shoveler","Spatula clypeata",2,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1418","US","WA","King",83,2022,"Olive-sided Flycatcher","Contopus cooperi",1,"","","Discovery Park",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1419","US","WA","King",83,2022,"Orange-crowned Warbler","Leiothlypis celata",1,"","","Discovery Park",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1420","US","WA","King",83,2022,"Osprey","Pandion haliaetus",6,"","","Discovery Park--West Point;Discovery Park--West Point;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1421","US","WA","King",83,2022,"Pelagic Cormorant","Urile pelagicus",3,"","","Discovery Park--West Point",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1422","US","WA","King",83,2022,"Pied-billed Grebe","Podilymbus podiceps",16,"","By KayakKayaking;","Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1423","US","WA","King",83,2022,"Pigeon Guillemot","Cepphus columba",8,"","","Discovery Park--West Point;Discovery Park--West Point",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1424","US","WA","King",83,2022,"Purple Martin","Progne subis",4,"","Kayaking;","Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1425","US","WA","King",83,2022,"Red-throated Loon","Gavia stellata",1,"","","Discovery Park--West Point",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1426","US","WA","King",83,2022,"Red-winged Blackbird","Agelaius phoeniceus",20,"","By KayakKayaking;","Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1427","US","WA","King",83,2022,"Rhinoceros Auklet","Cerorhinca monocerata",21,"","","Discovery Park--West Point;Discovery Park--West Point",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1428","US","WA","King",83,2022,"Ring-billed Gull","Larus delawarensis",1,"","","Discovery Park--West Point",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1429","US","WA","King",83,2022,"Ring-necked Duck","Aythya collaris",2,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1430","US","WA","King",83,2022,"Savannah Sparrow","Passerculus sandwichensis",3,"","","Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1431","US","WA","King",83,2022,"Song Sparrow","Melospiza melodia",8,"","","Discovery Park;Discovery Park--West Point;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",542381.284619054,5278873.94422841,-122.4355298,47.6618703
"1432","US","WA","King",83,2022,"Spotted Sandpiper","Actitis macularius",1,"","Kayaking","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1433","US","WA","King",83,2022,"Spotted Towhee","Pipilo maculatus",9,";H.o","","Discovery Park;Union Bay Natural Area/Montlake Fill",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1434","US","WA","King",83,2022,"Swainson's Thrush","Catharus ustulatus",1,"","","Discovery Park",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1435","US","WA","King",83,2022,"Tree Swallow","Tachycineta bicolor",7,"",";By KayakKayaking","Discovery Park;Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill;Union Bay Natural Area/Montlake Fill",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1436","US","WA","King",83,2022,"Vaux's Swift","Chaetura vauxi",3,"","Kayaking","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1437","US","WA","King",83,2022,"Violet-green Swallow","Tachycineta thalassina",1,"","","Discovery Park",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1438","US","WA","King",83,2022,"White-crowned Sparrow","Zonotrichia leucophrys",6,"","","Discovery Park",543430.623102902,5279103.71500361,-122.4215317,47.663868
"1439","US","WA","King",83,2022,"Wood Duck","Aix sponsa",11,"","By Kayak;","Foster Island & Marsh Island;Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1440","US","WA","King",83,2022,"Yellow-rumped Warbler","Setophaga coronata",20,"","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1441","US","WA","King",83,2022,"swallow sp.","Hirundinidae sp.",1,"Uncertain but may have been northern rough","","Union Bay Natural Area/Montlake Fill",553212.729877852,5278114.81530241,-122.29137,47.65424
"1442","US","WA","King",83,2023,"American Coot","Fulica americana",355,"","","601–791 Lake Washington Blvd, Seattle US-WA 47.60779, -122.28348;Green Lake;Madison Park South Beach",549669.761822328,5280768.2002874,-122.3382464,47.6783945
"1443","US","WA","King",83,2023,"American Crow","Corvus brachyrhynchos",283,"","Research vessel from UW to Shilshole;","1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;2743 E Madison St, Seattle US-WA 47.62317, -122.29602;275 Dorffel Dr E, Seattle US-WA 47.62136, -122.28591;303 37th Ave E, Seattle US-WA 47.62142, -122.28598;305 35th Ave S, Seattle US-WA 47.59995, -122.28769;429 29th Ave E, Seattle US-WA 47.62352, -122.29489;601–791 Lake Washington Blvd, Seattle US-WA 47.60779, -122.28348;Green Lake;Judge Charles M. Stokes Overlk, Seattle US-WA 47.59231, -122.30798;Judge Charles M. Stokes Overlk, Seattle US-WA 47.59232, -122.30762;Madison Park South Beach;Shilshole Bay Marina;South Day Street Park, Seattle US-WA 47.59066, -122.28665;South Day Street Park, Seattle US-WA 47.59072, -122.28670;UW--Fritz Hedges Waterway Park & Sakuma",544509.385997964,5280642.80523121,-122.4070072,47.6776422
"1444","US","WA","King",83,2023,"American Goldfinch","Spinus tristis",1,"","","Madison Park South Beach",554328.126258916,5276080.93252207,-122.2767702,47.6358484
"1445","US","WA","King",83,2023,"American Robin","Turdus migratorius",149,"","","1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;2743 E Madison St, Seattle US-WA 47.62317, -122.29602;275 Dorffel Dr E, Seattle US-WA 47.62136, -122.28591;303 37th Ave E, Seattle US-WA 47.62142, -122.28598;305 35th Ave S, Seattle US-WA 47.59995, -122.28769;429 29th Ave E, Seattle US-WA 47.62352, -122.29489;Judge Charles M. Stokes Overlk, Seattle US-WA 47.59231, -122.30798;Judge Charles M. Stokes Overlk, Seattle US-WA 47.59232, -122.30762",552027.161114563,5271221.23102893,-122.307976,47.592314
"1446","US","WA","King",83,2023,"Anna's Hummingbird","Calypte anna",34,"","","1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;2743 E Madison St, Seattle US-WA 47.62317, -122.29602;275 Dorffel Dr E, Seattle US-WA 47.62136, -122.28591;303 37th Ave E, Seattle US-WA 47.62142, -122.28598;305 35th Ave S, Seattle US-WA 47.59995, -122.28769;429 29th Ave E, Seattle US-WA 47.62352, -122.29489;Green Lake;Judge Charles M. Stokes Overlk, Seattle US-WA 47.59231, -122.30798;Judge Charles M. Stokes Overlk, Seattle US-WA 47.59232, -122.30762;Madison Park South Beach;South Day Street Park, Seattle US-WA 47.59066, -122.28665;South Day Street Park, Seattle US-WA 47.59072, -122.28670",549669.761822328,5280768.2002874,-122.3382464,47.6783945
"1447","US","WA","King",83,2023,"Bald Eagle","Haliaeetus leucocephalus",4,"","","1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;601–791 Lake Washington Blvd, Seattle US-WA 47.60779, -122.28348;Madison Park South Beach",553736.221017638,5273947.59445715,-122.284911,47.616704
"1448","US","WA","King",83,2023,"Belted Kingfisher","Megaceryle alcyon",3,"",";Research vessel from UW to Shilshole;","Green Lake;Shilshole Bay Marina;UW--Fritz Hedges Waterway Park & Sakuma",544509.385997964,5280642.80523121,-122.4070072,47.6776422
"1449","US","WA","King",83,2023,"Bewick's Wren","Thryomanes bewickii",9,"","","1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;2743 E Madison St, Seattle US-WA 47.62317, -122.29602;305 35th Ave S, Seattle US-WA 47.59995, -122.28769;429 29th Ave E, Seattle US-WA 47.62352, -122.29489;Green Lake",549669.761822328,5280768.2002874,-122.3382464,47.6783945
"1450","US","WA","King",83,2023,"Black-and-white Warbler","Mniotilta varia",1,"Continuing bird. Found foraging in trees south of bathhouse, acting like creeper at times. Hung out with chickadees","","Green Lake",549669.761822328,5280768.2002874,-122.3382464,47.6783945
"1451","US","WA","King",83,2023,"Black-capped Chickadee","Poecile atricapillus",60,"","","1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;2743 E Madison St, Seattle US-WA 47.62317, -122.29602;275 Dorffel Dr E, Seattle US-WA 47.62136, -122.28591;303 37th Ave E, Seattle US-WA 47.62142, -122.28598;305 35th Ave S, Seattle US-WA 47.59995, -122.28769;429 29th Ave E, Seattle US-WA 47.62352, -122.29489;601–791 Lake Washington Blvd, Seattle US-WA 47.60779, -122.28348;Green Lake;Judge Charles M. Stokes Overlk, Seattle US-WA 47.59231, -122.30798;Madison Park South Beach",549669.761822328,5280768.2002874,-122.3382464,47.6783945
"1452","US","WA","King",83,2023,"Brown Creeper","Certhia americana",5,"","","275 Dorffel Dr E, Seattle US-WA 47.62136, -122.28591;303 37th Ave E, Seattle US-WA 47.62142, -122.28598;Green Lake;Judge Charles M. Stokes Overlk, Seattle US-WA 47.59231, -122.30798;Judge Charles M. Stokes Overlk, Seattle US-WA 47.59232, -122.30762",549669.761822328,5280768.2002874,-122.3382464,47.6783945
"1453","US","WA","King",83,2023,"Bufflehead","Bucephala albeola",12,"","","601–791 Lake Washington Blvd, Seattle US-WA 47.60779, -122.28348;Green Lake;Madison Park South Beach;South Day Street Park, Seattle US-WA 47.59066, -122.28665;South Day Street Park, Seattle US-WA 47.59072, -122.28670",549669.761822328,5280768.2002874,-122.3382464,47.6783945
"1454","US","WA","King",83,2023,"Bushtit","Psaltriparus minimus",15,"","","1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;305 35th Ave S, Seattle US-WA 47.59995, -122.28769",553544.717673082,5272083.23349515,-122.287687,47.599946
"1455","US","WA","King",83,2023,"California Scrub-Jay","Aphelocoma californica",5,"","","2743 E Madison St, Seattle US-WA 47.62317, -122.29602;429 29th Ave E, Seattle US-WA 47.62352, -122.29489;Judge Charles M. Stokes Overlk, Seattle US-WA 47.59231, -122.30798;Judge Charles M. Stokes Overlk, Seattle US-WA 47.59232, -122.30762",552027.161114563,5271221.23102893,-122.307976,47.592314
"1456","US","WA","King",83,2023,"Canada Goose","Branta canadensis",65,"",";Research vessel from UW to Shilshole","305 35th Ave S, Seattle US-WA 47.59995, -122.28769;601–791 Lake Washington Blvd, Seattle US-WA 47.60779, -122.28348;Green Lake;Shilshole Bay Marina;South Day Street Park, Seattle US-WA 47.59066, -122.28665;UW--Fritz Hedges Waterway Park & Sakuma",544509.385997964,5280642.80523121,-122.4070072,47.6776422
"1457","US","WA","King",83,2023,"Canvasback","Aythya valisineria",40,"","","601–791 Lake Washington Blvd, Seattle US-WA 47.60779, -122.28348",553852.978878259,5272958.12993258,-122.283479,47.607792
"1458","US","WA","King",83,2023,"Caspian Tern","Hydroprogne caspia",4,"","Research vessel from UW to Shilshole;","Shilshole Bay Marina;UW--Fritz Hedges Waterway Park & Sakuma",544509.385997964,5280642.80523121,-122.4070072,47.6776422
"1459","US","WA","King",83,2023,"Cedar Waxwing","Bombycilla cedrorum",1,"","","429 29th Ave E, Seattle US-WA 47.62352, -122.29489",552979.22437258,5274698.68634633,-122.294893,47.623524
"1460","US","WA","King",83,2023,"Chestnut-backed Chickadee","Poecile rufescens",10,"","","2743 E Madison St, Seattle US-WA 47.62317, -122.29602;275 Dorffel Dr E, Seattle US-WA 47.62136, -122.28591;303 37th Ave E, Seattle US-WA 47.62142, -122.28598;429 29th Ave E, Seattle US-WA 47.62352, -122.29489;601–791 Lake Washington Blvd, Seattle US-WA 47.60779, -122.28348",552894.678713467,5274658.46114611,-122.296023,47.623169
"1461","US","WA","King",83,2023,"Common Goldeneye","Bucephala clangula",6,"","","Denny Blaine Park;Madison Park South Beach;South Day Street Park, Seattle US-WA 47.59066, -122.28665;South Day Street Park, Seattle US-WA 47.59072, -122.28670",553628.105877915,5271059.11689316,-122.286703,47.590725
"1462","US","WA","King",83,2023,"Common Merganser","Mergus merganser",18,"","","601–791 Lake Washington Blvd, Seattle US-WA 47.60779, -122.28348;Denny Blaine Park;Green Lake;Madison Park South Beach;South Day Street Park, Seattle US-WA 47.59072, -122.28670",549669.761822328,5280768.2002874,-122.3382464,47.6783945
"1463","US","WA","King",83,2023,"Cooper's Hawk","Astur cooperii",2,"","","275 Dorffel Dr E, Seattle US-WA 47.62136, -122.28591;303 37th Ave E, Seattle US-WA 47.62142, -122.28598",553650.839640237,5274470.97753521,-122.285983,47.62142
"1464","US","WA","King",83,2023,"Dark-eyed Junco","Junco hyemalis",36,"","","1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;1707 Madrona Dr, Seattle US-WA 47.61672, -122.28459;429 29th Ave E, Seattle US-WA 47.62352, -122.29489;Green Lake;Judge Charles M. Stokes Overlk, Seattle US-WA 47.59232, -122.30762",549669.761822328,5280768.2002874,-122.3382464,47.6783945
"1465","US","WA","King",83,2023,"Dark-eyed Junco (Oregon)","Junco hyemalis [oreganus Group]",49,"","","1707 Madrona Dr, Seattle US-WA 47.61670, -122.28491;2743 E Madison St, Seattle US-WA 47.62317, -122.29602;601–791 Lake Washington Blvd, Seattle US-WA 47.60779, -122.28348;Denny Blaine Park;Judge Charles M. Stokes Overlk, Seattle US-WA 47.59231, -122.30798;Madison Park South Beach",552027.161114563,5271221.23102893,-122.307976,47.592314
